COUNTRY;Ano;Divida_Percentual_PIB;Divida_Absoluta_EUR;Divida_Absoluta_USD
Sweden;2025;32.7179;188.8;
Sweden;2026;31.6519;190.0;
Turkey;2019;32.3898;209.2;
Turkey;2020;39.4458;218.5;
Turkey;2021;40.3838;192.4;
Turkey;2022;30.8024;231.6;
Turkey;2023;29.1984;237.4;
Turkey;2024;28.0171;348.8;
Turkey;2025;28.2206;457.6;
Turkey;2026;28.8436;579.7;
United Kingdom;1970;73.7531;96.9;
United Kingdom;1971;69.9061;100.3;
United Kingdom;1972;64.8653;96.3;
United Kingdom;1973;59.956;97.0;
United Kingdom;1974;59.9503;103.9;
United Kingdom;1975;57.3865;114.8;
United Kingdom;1976;56.5392;116.9;
United Kingdom;1977;55.4105;138.0;
United Kingdom;1978;52.5488;144.9;
United Kingdom;1979;49.0566;167.6;
United Kingdom;1980;48.2474;228.5;
United Kingdom;1981;47.7068;244.3;
United Kingdom;1982;46.4431;247.2;
United Kingdom;1983;46.3273;285.4;
United Kingdom;1984;47.7734;296.3;
United Kingdom;1985;46.0757;310.9;
United Kingdom;1986;44.5407;274.9;
United Kingdom;1987;42.0076;299.6;
United Kingdom;1988;36.3289;311.8;
United Kingdom;1989;31.292;259.3;
United Kingdom;1990;28.9178;273.8;
United Kingdom;1991;29.1214;287.4;
United Kingdom;1992;33.2455;304.8;
United Kingdom;1993;38.4607;392.4;
United Kingdom;1994;41.4611;427.2;
United Kingdom;1995;44.4924;447.2;
United Kingdom;1996;44.6472;550.4;
United Kingdom;1997;44.132;631.1;
United Kingdom;1998;41.9695;594.0;
United Kingdom;1999;40.4098;678.1;
United Kingdom;2000;37.6857;664.7;
United Kingdom;2001;34.9577;658.4;
United Kingdom;2002;35.4345;649.0;
United Kingdom;2003;36.7637;656.4;
United Kingdom;2004;39.8015;746.7;
United Kingdom;2005;41.0004;836.8;
United Kingdom;2006;42.0583;922.0;
United Kingdom;2007;43.1739;909.4;
United Kingdom;2008;50.8274;850.4;
United Kingdom;2009;64.915;1132.1;
United Kingdom;2010;75.8602;1417.7;
United Kingdom;2011;81.4251;1620.7;
United Kingdom;2012;84.4826;1774.0;
United Kingdom;2013;85.3161;1822.9;
United Kingdom;2014;87.0943;2082.6;
United Kingdom;2015;87.8667;2294.3;
United Kingdom;2016;87.8252;2043.0;
United Kingdom;2017;86.7228;2035.5;
United Kingdom;2018;86.3451;2077.5;
United Kingdom;2019;85.6572;2249.1;
United Kingdom;2020;105.8401;2476.4;
United Kingdom;2021;105.1355;2859.5;
United Kingdom;2022;99.6197;2837.7;
United Kingdom;2023;100.0312;3130.9;
United Kingdom;2024;101.6347;3383.7;
United Kingdom;2025;102.6331;3591.0;
United Kingdom;2026;103.2243;3731.1;
United States;1969;42.4072;422.2;431.5
United States;1970;42.9194;445.1;460.7
United States;1971;43.5018;467.1;506.7
United States;1972;42.1337;458.0;538.9
United States;1973;39.7531;467.4;566.6
United States;1974;38.9549;478.7;601.9
United States;1975;41.9599;606.7;707.0
United States;1976;42.1526;698.8;789.7
United States;1977;41.2006;700.1;857.7
United States;1978;40.3048;688.4;947.8
United States;1979;39.1953;715.9;1029.8
United States;1980;39.8463;869.4;1138.5
United States;1981;39.0206;1153.2;1251.4
United States;1982;43.3348;1497.4;1449.0
United States;1983;45.9576;2018.6;1670.1
United States;1984;47.4231;2700.9;1914.8
United States;1985;51.6453;2523.7;2240.9
United States;1986;54.7984;2344.6;2509.6
United States;1987;56.3861;2100.5;2737.7
United States;1988;56.906;2541.3;2979.8
United States;1989;57.0056;2686.8;3216.0
United States;1990;58.4231;2555.5;3483.9
United States;1991;62.5365;2871.9;3851.1
United States;1992;64.6727;3482.4;4216.9
United States;1993;66.1318;4065.4;4535.7
United States;1994;65.8707;3902.4;4800.1
United States;1995;65.2988;3795.9;4988.7
United States;1996;65.937;4248.4;5323.2
United States;1997;64.1487;4983.1;5502.4
United States;1998;61.9478;4811.8;5614.2
United States;1999;59.9729;5749.6;5776.1
United States;2000;55.236;6085.1;5662.2
United States;2001;56.1659;6743.9;5943.4
United States;2002;58.6114;6108.2;6405.7
United States;2003;61.0832;5540.7;6998.0
United States;2004;62.1758;5576.8;7596.1
United States;2005;62.6605;6925.8;8170.4
United States;2006;62.8292;6590.9;8680.2
United States;2007;63.7628;6269.4;9229.2
United States;2008;72.4435;7688.3;10699.8
United States;2009;85.0345;8546.0;12311.3
United States;2010;93.1972;10496.3;14025.2
United States;2011;97.5846;11765.2;15222.9
United States;2012;101.0998;12454.7;16432.7
United States;2013;102.7919;12582.1;17352.0
United States;2014;103.0287;14942.3;18141.4
United States;2015;103.428;17380.5;18922.2
United States;2016;106.232;18951.5;19976.8
United States;2017;104.4903;17087.3;20492.7
United States;2018;106.3785;19191.3;21974.1
United States;2019;107.7131;20652.8;23201.4
United States;2020;129.9413;22612.5;27747.8
United States;2021;125.0665;26149.8;29617.2
United States;2022;120.8129;29457.8;31419.7
United States;2023;122.6574;30770.6;34001.5
United States;2024;124.092;33290.0;36187.5
United States;2025;126.2079;35359.1;38362.9
United States;2026;127.6572;37309.0;40478.4
West Germany;1970;17.7807;34.0;
West Germany;1971;17.8511;38.7;
West Germany;1972;18.1134;45.1;
West Germany;1973;17.6863;52.8;
West Germany;1974;18.5105;62.8;
West Germany;1975;23.5944;83.3;
West Germany;1976;25.2601;110.6;
West Germany;1977;26.2543;126.7;
West Germany;1978;27.7863;147.1;
West Germany;1979;28.6153;165.7;
West Germany;1980;30.3051;182.2;
West Germany;1981;33.6908;222.6;
West Germany;1982;36.4857;266.9;
West Germany;1983;38.2128;297.4;
West Germany;1984;38.9481;321.5;
West Germany;1985;39.5057;348.3;
West Germany;1986;39.5153;386.1;
West Germany;1987;40.7462;412.0;
West Germany;1988;41.1119;434.7;
West Germany;1989;39.5838;459.2;
West Germany;1990;41.27;516.5;
West Germany;1991;42.4498;577.5;
West Germany;1992;;689.9;
